Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-eligible-studies.json	840	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	115	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-vbai-questionnaire.json	2301	7	0	0	0	0	0	253	0	220	0	0	0	0	0	0	0	1	0	0	319	1196	0	0	0	0	16	0	0
fsh-generated/resources/CodeSystem-vocal-activity.json	973	10	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	8	118	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-survey-options.json	689	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	115	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-drinking-times.json	452	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	127	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-glottic-gap.json	571	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	116	0	0	0	0	0	0	0
fsh-generated/resources/Observation-VbaiBodyHeightExample.json	881	4	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-smoking-times.json	774	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	121	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dsm5-q1.json	391	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	129	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-MainICFCombinedPDF.json	533	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-voice-handicap-index.json	732	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	114	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-household-status.json	2341	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	186	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ptsd.json	669	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	109	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-VbaiPlanDefinitionRespiratoryExample.json	3304	6	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-recording.json	433	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	110	0	0	0	0	1	0	0
fsh-generated/resources/Device-VbaiWaveformDeviceExample.json	291	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-checked-unchecked.json	558	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	109	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-consent-usf-question.json	472	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	124	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-yes-no-not-certain.json	585	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	114	0	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-VbaiImagingStudyExample.json	467	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-voice-handicap-index.json	477	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	124	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-DSM5.json	18409	26	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	1	0	0	204	29	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-vbai-waveform-media.json	2451	6	0	0	0	0	0	183	0	103	0	0	0	0	0	0	0	0	0	0	143	537	0	0	0	0	4	0	0
fsh-generated/resources/ValueSet-iatrogenic.json	409	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	126	0	0	0	0	1	0	0
